#Sample ID	Index.AO	all_data	Latitude	Longitude	Depth	Date.Collection	PlotCreated	Type	Dry.weight.g_g.2017	ResinP.ppm.2017	Soil.pH.water.2017	Soil.pH.CaCl2.2017	pH.water	pH.CaCl2	LOI.per	Total.C.per	Total.N.per	Total.P.mg_kg	DOC_mg.C_kg	DON_mg.N_kg	DOC_DON	NH4.mg.N_kg	NO3.mg.N_kg	TDN.mg.N_kg	DIN.mg.N_kg	ResinP.mg_kg	Meh.Al.mg.Al_kg	Meh.Ca.mg.Ca_kg	Meh.Fe.mg.Fe_kg	Meh.K.mg.K_kg	Meh.Mg.mg.Mg_kg	Meh.Mn.mg.Mn_kg	Meh.P.mg.P_kg	Meh.Zn.mg.Zn_kg	Ca_Mg	N.E_TP.mg_kg	N.E.Pi.mg_kg	NE.Po.mg_kg	C.N	C.P	N.P	C.Po	C.N.atomic	C.P.atomic	N.P.atomic	C.Po.atomic	TEB	ECEC	BS	FumRel.C	FumRel.N	FumRel.P	MUP	bisMUP	BG	NAG	SULF	MUP.1	bisMUP.1	MUP.2	bisMUP.2	PME.PDE	PME.PDE.1	MUP.SMBC.corr	bisMUP.SMBcorr	BG.SMB	NAG.SMB	SULF.SMB	BG.NA	BG.AP	NA.AP	MUP.TC	bisMUP.TC	BG.TC	NAG.TC	SULF.TC	SMB.C	SMB.N	SMB.P	SMB.C.N	SMB.C.P	SM.N.P	SMB.C.N.1	SMB.C.P.1	SM.N.P.1	Ox.Al	Ox.Fe	Ox.Mn	Ox.P	Ox.Al.1	Ox.Fe.1	Ox.Mn.1	Ox.P.1	DPS	Date.Soil.Measurements	MAT	MDR	MAXT	MINT	MAP	PSEA	Aridity_Index	NPP_2008_2019
Car_0303	84	yes	8.99074	-79.567	0-10 cm	24-Jul-17	Cardenas	plot	0.78	5.06	4.5	3.67	3.57	3.33	11.35	1.22	0.08	352	254	12.81	20	0.45	1.15	14.42	1.61	0.1	934.8	18	49.8	11.6	49	5.4	0.7	2.7	0.2	65.4	45.7	19.7	14.5	34.7	2.4	618.2	16.9	89.4	5.3	1594.2	0.5	11.2	5	119.3	14.7	2.4	56.1	7.9	2.2	3.3	0.2	20	1.4	0	0	7.1	14.2	212	30	8.1	12.3	0.9	0.66	0.04	0.06	460	65.2	17.7	26.8	2	265	33	6	8.1	44.4	5.5	9.5	114.6	12.1	1.1	0.6	0.03	5.8	39.5	11.4	0.6	0.2	0.4	04-Aug-08	26.9	7.8	32.6	22.2	1891	60	1.25	0.38
Car_0402	86	yes	8.99074	-79.567	0-10 cm	24-Jul-17	Cardenas	plot	0.66	11.62	4.47	3.64	3.11	2.91	20.25	8.51	0.52	346	351	30.07	12	1.05	7.22	38.34	8.27	1.25	1283.6	29.9	365.8	26.3	22.1	2.3	3.9	3.1	0.8	161.5	42.3	119.2	16.3	245.8	15.1	713.7	19	634	33.4	1840.5	0.4	16.7	2	484	58.7	38.8	80.2	4.3	10.5	2.9	0.5	27.1	2.2	0	0.1	18.6	12.5	75	4	9.8	2.7	0.5	3.68	0.13	0.04	94.3	5.1	12.4	3.4	0.6	1076	130	97	8.3	11.1	1.3	9.6	28.6	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	04-Aug-08	26.9	7.8	32.6	22.2	1891	60	1.25	0.38
Car_0404	87	yes	8.99074	-79.567	0-10 cm	24-Jul-17	Cardenas	plot	0.77	3.94	4.59	3.79	3.54	3.44	14.48	5.85	0.32	306	373	31.39	12	2.51	3.75	37.65	6.26	3.16	1550.9	24.2	102.7	23.8	16.5	11.1	3.7	1.6	0.9	160	44.2	115.8	18.1	190.8	10.5	504.8	21.1	492	23.3	1301.7	0.3	18.2	2	417	46.6	15	46	5.9	3.9	2.6	1	17	1.4	0	0	7.8	12.2	50	6.4	4.3	2.8	1.1	1.52	0.09	0.06	78.7	10.1	6.7	4.4	1.7	927	104	37	9	24.8	2.8	10.4	63.9	6.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	04-Aug-08	26.9	7.8	32.6	22.2	1891	60	1.25	0.38
Alb_0202	94	yes	8.97661	-79.5642	0-10 cm	24-Jul-17	Albrook	plot	0.74	3.48	3.91	3.24	3.46	3.17	11.82	2.3	0.14	488	360	17.3	21	0.89	1.44	19.64	2.34	0.34	888.3	4	136	15.5	7.5	0.4	1.7	0.7	0.3	53.5	29	24.6	16	47.2	3	937.8	18.6	121.7	6.5	2418.5	0.1	10.7	1	209.3	32.3	9.1	85.1	7.7	1.1	1.8	0.3	22.4	1.9	NA	NA	11	11.8	183	16.6	2.5	3.9	0.6	0.63	0.01	0.02	369.1	33.5	5	7.9	1.3	465	72	23	6.5	20.5	3.2	7.6	52.9	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	21-Jul-08	27	7.9	32.6	22.2	1864	60	1.23	0.38
Alb_0204	95	yes	8.97661	-79.5642	0-10 cm	24-Jul-17	Albrook	plot	0.77	5.69	4.13	3.47	3.33	3.04	14	4.71	0.31	536	350	20.19	17	0.45	2.84	23.49	3.29	0.7	1038.9	17	312.4	23.6	10.8	1.1	2	0.6	1	77.7	31.1	46.6	15.3	87.9	5.7	1010.9	17.9	226.6	12.7	2606.9	0.2	13.5	2	177.1	45	15.9	73.1	8.8	2.2	2	0.5	29.6	2.8	NA	NA	8.3	10.5	186	22.3	5.6	5	1.3	1.12	0.03	0.03	155.4	18.6	4.7	4.1	1.1	393	100	40	3.9	9.9	2.5	4.6	25.5	5.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	21-Jul-08	27	7.9	32.6	22.2	1864	60	1.23	0.38
Alb_0303	97	yes	8.97661	-79.5642	0-10 cm	24-Jul-17	Albrook	plot	0.71	3.16	3.85	3.32	3.19	2.97	13.05	5.09	0.3	313	312	21.61	14	4.6	3.15	29.36	7.75	2.83	910.7	8.4	367.6	16.6	11.1	1	2.6	1.4	0.5	50.8	23.7	27	17.1	162.8	9.5	1883.7	19.9	419.8	21.1	4857.8	0.2	12.3	1	129.6	24.3	10.9	106.7	10	2	3.1	0.3	26.2	2.2	NA	NA	10.6	11.8	371	34.9	7	10.8	1.1	0.65	0.02	0.03	209.5	19.7	4	6.1	0.6	288	54	27	5.3	10.6	2	6.2	27.3	4.4	1.5	2.4	0.01	36.5	56.3	42.6	0.2	1.2	1.2	21-Jul-08	27	7.9	32.6	22.2	1864	60	1.23	0.38
Alb_0402	99	yes	8.97661	-79.5642	0-10 cm	24-Jul-17	Albrook	plot	0.73	2.77	4.17	3.46	3.21	2.93	15.6	6.08	0.4	362	322	24.77	13	2.91	3.14	30.83	6.05	0.69	994.5	24.2	340.2	47.9	25.4	3.4	2.9	1.8	0.6	103.8	39.5	64.3	15.4	168.2	11	945.8	17.9	433.7	24.2	2439.1	0.5	13.4	3	90.1	47.2	24.4	94.4	11.6	3.4	4	0.4	34.3	3	NA	NA	8.1	11.3	472	58.1	17.1	20	1.9	0.85	0.04	0.04	155.2	19.1	5.6	6.6	0.6	200	105	61	1.9	3.3	1.7	2.2	8.5	3.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	21-Jul-08	27	7.9	32.6	22.2	1864	60	1.23	0.38
Alb_0404	100	yes	8.97661	-79.5642	0-10 cm	24-Jul-17	Albrook	plot	0.72	2.35	4.01	3.36	3.26	2.97	13.43	5.54	0.38	414	230	18.41	12	2.47	4.51	25.39	6.97	1.78	814.6	41.3	378.3	34.6	18.8	3.2	4.8	1.5	1.3	124.8	43.2	81.6	14.8	133.9	9.1	679.7	17.2	345.2	20	1752.8	0.4	11.6	4	136.3	42.6	21.9	57.4	7.9	2.7	2	0.4	21.2	2	NA	NA	7.2	10.4	189	26.2	9.1	6.6	1.5	1.36	0.05	0.04	103.5	14.3	4.9	3.6	0.8	303	95	55	3.2	5.5	1.7	3.7	14.3	3.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	21-Jul-08	27	7.9	32.6	22.2	1864	60	1.23	0.38
CL_tr0104	107	yes	9.02557	-79.61526	0-10 cm	25-Jul-17	CerroLuisa	transect	0.68	6.42	6.65	5.75	6.81	6.02	23.5558	7.31	0.58	414.8777092	83.8	9.407290594	8.9	2.141374693	4.07400055	15.62266584	6.215375244	1.399289643	779.4	4359.4	130.8	18.2	514.6	299.7	1.2	12.4	5.1	172.9	30	142.9	12.6	176.3	14	512	14.7	454.7	31	1320.3	26	36.5	71	416.9	76.9	32	20.5	3.1	5.1	4.8	4.1	9.3	1.1	19.4	1.6	6.6	8.6	22	3.4	5.6	5.2	4.4	1.07	0.25	0.23	28	4.3	7	6.6	5.6	926	171	80	5.4	11.6	2.1	6.3	29.9	4.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	15-Nov-10	26.6	7.7	32.2	21.9	2052	61	1.37	0.7
CL_tr0105	108	yes	9.02562	-79.6155	0-10 cm	25-Jul-17	CerroLuisa	transect	0.64	9.42	6.91	6.08	6.99	6.23	21.75694909	6.31	0.52	398.9145532	73.4	8.103101026	9.1	1.635424896	3.914360374	13.6528863	5.54978527	2.652245611	839.3	3725	162.8	31.1	568.6	293.3	1.7	3	4	190.9	33.4	157.5	12.1	158.3	13.1	400.9	14.1	408.2	29	1033.8	23.3	34.6	67	324.8	62.4	37.3	16.5	2	5	5.3	3	8.7	0.8	11.4	1.4	8.4	10.6	23	2.7	7	7.3	4.2	0.96	0.31	0.32	26.1	3.1	8	8.3	4.8	722	139	93	5.2	7.7	1.5	6.1	20	3.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	15-Nov-10	26.6	7.7	32.2	21.9	2052	61	1.37	0.7
CL_tr0202	110	yes	9.0299	-79.61626	0-10 cm	25-Jul-17	CerroLuisa	transect	0.71	2.06	5.9	4.81	6.3	5.4	18.59843814	4.23	0.32	225.9350596	95.1	8.503077788	11.2	0.844190457	2.325523543	11.67279179	3.169714	1.079465927	886.8	1972.6	155.6	86.9	565.2	127.9	1	7.3	2.1	99	21	77.9	13.1	187.4	14.3	543.3	15.3	483.4	31.7	1401.2	14.7	25.9	57	218.6	41.2	28.9	22.3	3.5	4.8	4.1	2.1	10.6	1	6	0.5	6.3	10.9	46	7.3	9.8	8.5	4.4	1.16	0.21	0.18	52.7	8.4	11.2	9.7	5	486	92	72	5.3	6.7	1.3	6.2	17.3	2.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	15-Nov-10	26.6	7.7	32.2	21.9	2052	61	1.37	0.7
CL_tr0204	112	yes	9.02973	-79.61642	0-10 cm	25-Jul-17	CerroLuisa	transect	0.69	2.39	6.03	4.94	5.56	4.6	19.21427346	4.66	0.37	234.4673186	221.9	18.08031654	12.3	2.004811626	1.284977487	21.37010566	3.289789113	0.299325386	905.3	1113	224	21.3	446.8	21.9	2.7	2.2	1.5	95.8	23.7	72.2	12.5	198.7	15.9	645.7	14.5	512.5	35.3	1665.1	9.3	20.6	45	398.3	63.8	35.2	81.1	12.2	4.2	13.7	1.4	40.8	2.9	2.6	0.1	6.6	14.2	92	13.8	4.8	15.5	1.6	0.31	0.05	0.17	174	26.3	9	29.4	3	885	142	88	6.2	10.1	1.6	7.3	25.9	3.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	15-Nov-10	26.6	7.7	32.2	21.9	2052	61	1.37	0.7
CL_tr0205	113	yes	9.02989	-79.6166	0-10 cm	25-Jul-17	CerroLuisa	transect	0.72	2.79	6.18	5.38	6.5	5.58	18.45429391	4.48	0.37	239.6050664	62.1	6.904245798	9	0.688820599	2.225077666	9.818144063	2.913898265	0.78728884	891	2444.8	145.2	23.6	636.3	98.3	1.2	3.5	2.3	87	18.5	68.5	12.1	187.1	15.5	654.7	14.1	482.5	34.3	1688.3	17.5	28.5	61	331.3	59.6	34.7	31.5	5.6	5.3	5.5	2.4	16.8	1.6	9.1	0.8	5.6	10.6	43	7.6	7.1	7.5	3.3	0.96	0.17	0.17	70.3	12.5	11.7	12.3	5.4	736	132	87	5.6	8.5	1.5	6.5	21.9	3.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	15-Nov-10	26.6	7.7	32.2	21.9	2052	61	1.37	0.7
P08_0202	117	yes	9.1683	-79.7464	0-10 cm	26-Jul-17	P08	plot	0.58	2.47	5.77	4.79	4.12	4.05	12.65	2.66	0.25	305	298	35.12	8.5	1.21	2.74	39.07	3.95	0.73	958.9	489.6	162.8	19.2	178.1	294	1.4	2.2	1.7	126.4	29.4	97	10.8	87.2	8.1	274.5	12.6	224.8	17.9	707.9	4	16.6	24	351.5	74.5	14.6	38.8	5.8	2.9	1.8	3.3	21.5	2.2	0.6	0.2	6.6	9.9	50	7.5	3.8	2.4	4.2	1.59	0.08	0.05	145.7	21.9	11	6.9	12.4	781	166	37	4.7	21.4	4.5	5.5	55.2	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	20-Oct-08	25.8	7	31	21.4	2576	59	1.83	0.65
P08_0204	118	yes	9.1683	-79.7464	0-10 cm	26-Jul-17	P08	plot	0.62	2.16	5.69	4.64	4.07	3.82	14.64	3.11	0.28	217	458	46.41	9.9	1.6	3.76	51.76	5.35	0.57	1106.9	668.4	174.7	22.3	196.8	201.8	1.3	2	2.1	82.2	24.8	57.4	11.2	143.5	12.9	541.8	13	370	28.4	1397.2	5	19	26	354.5	75.3	17.2	92.8	18.3	2.6	4.3	3.6	47.5	4.3	0.9	0.2	5.1	11.1	118	23.2	3.2	5.5	4.5	0.59	0.03	0.05	298.2	58.7	8.2	13.9	11.4	788	167	43	4.7	18.4	3.9	5.5	47.3	8.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	20-Oct-08	25.8	7	31	21.4	2576	59	1.83	0.65
P08_0303	120	yes	9.1683	-79.7464	0-10 cm	26-Jul-17	P08	plot	0.64	0.92	5.36	4.26	4.33	4.12	12.94	2.19	0.21	251	369	33.01	11.2	1.86	1.81	36.68	3.67	0.45	1004.7	723.8	144.8	16.9	291	180.1	1.7	3.7	1.5	66	21.6	44.4	10.5	87.5	8.3	494.8	12.3	225.7	18.4	1276.1	6	18.7	32	226.5	58.5	11.3	53.8	8.7	1.6	1.7	2.1	29.6	3.1	0.8	0.1	6.2	9.4	107	17.2	3.1	3.3	4.2	0.93	0.03	0.03	245.1	39.4	7.1	7.6	9.6	503	130	28	3.9	17.9	4.6	4.5	46.1	10.2	1.1	3.1	1.45	16.7	40.6	55.5	26.3	0.5	0.6	20-Oct-08	25.8	7	31	21.4	2576	59	1.83	0.65
P08_0402	122	yes	9.1683	-79.7464	0-10 cm	26-Jul-17	P08	plot	0.64	1.21	5.69	4.5	4.27	4.19	14.67	3.38	0.3	291	293	34.96	8.4	1.34	1.98	38.28	3.32	0.69	975.5	772.2	188.1	21.7	229.7	309.7	1.5	5.4	2	97.5	28.3	69.1	11.4	116.4	10.3	489.6	13.2	300.2	22.7	1262.6	5.8	18.8	31	421.3	79.1	17.8	70.6	11.3	2.9	4.2	3.5	48.8	5.2	2.2	0.2	6.2	9.4	75	12.1	3	4.5	3.8	0.68	0.04	0.06	208.5	33.5	8.4	12.3	10.4	936	176	45	5.3	21	3.9	6.2	54.2	8.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	20-Oct-08	25.8	7	31	21.4	2576	59	1.83	0.65
P08_0404	123	yes	9.1683	-79.7464	0-10 cm	26-Jul-17	P08	plot	0.66	0.87	5.85	4.6	4.52	4.5	13.84	3.31	0.3	288	221	27.75	8	1.56	2.12	31.43	3.68	0.87	976.6	790.4	165.1	22.9	192.4	320.1	1.5	4	2.5	92.1	24.5	67.6	11.1	115.1	10.4	490.6	12.9	296.9	22.9	1265.2	5.6	18.5	30	366.1	75	13.4	74.3	11.9	2.6	3.7	3.5	54	5.5	4.4	0.4	6.2	9.8	91	14.7	3.2	4.5	4.3	0.7	0.03	0.05	224.2	36	7.8	11.1	10.7	814	167	33	4.9	24.3	5	5.7	62.7	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	20-Oct-08	25.8	7	31	21.4	2576	59	1.83	0.65
P15_0303	133	yes	9.16176	-79.7453	0-10 cm	27-Jul-17	P15	plot	0.66	0.56	6.27	5.54	5.05	4.55	10.29	2.09	0.21	288	138	16.49	8.4	0.48	3.75	20.73	4.23	0.74	644.9	932	162.4	30.3	257.7	203.6	1.4	1.8	2.2	126.6	24.3	102.3	9.8	72.4	7.4	203.8	11.4	186.7	16.4	525.7	6.8	15.6	44	241.8	70.2	15.1	20.4	3.6	1.8	1.3	2.5	9.1	1.3	0.8	0	5.7	7	38	6.6	3.4	2.3	4.6	1.45	0.09	0.06	97.9	17.1	8.8	6	11.8	537	156	38	3.4	14.2	4.1	4	36.7	9.1	1.4	6.9	1.97	29.7	50.2	124.4	35.9	1	0.5	11-Aug-08	26.4	7	31.6	22	2513	59	1.78	0.65
P15_0402	135	yes	9.16176	-79.7453	0-10 cm	27-Jul-17	P15	plot	0.7	1.35	5.78	4.93	5.29	5.04	9.83	2.45	0.23	257	76	7.57	10.1	1.6	3.66	12.82	5.26	1.16	475.1	1286.3	205.9	33	186.1	283.6	1.2	5	4.2	123.2	21.2	101.9	10.5	95.3	9.1	240.2	12.2	245.8	20.1	619.4	8	15.5	52	273.6	73.2	18.8	16.2	3	2.2	1.5	3.1	7.8	0.9	4.4	0.4	5.4	8.3	27	4.9	3.6	2.4	5.1	1.49	0.14	0.09	66	12.2	9	6	12.6	608	163	47	3.7	12.9	3.5	4.4	33.4	7.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	11-Aug-08	26.4	7	31.6	22	2513	59	1.78	0.65
P15_0404	136	yes	9.16176	-79.7453	0-10 cm	27-Jul-17	P15	plot	0.73	1.15	5.92	5.19	5.45	5.19	11.31	2.97	0.3	320	94	10.84	8.7	1.05	4.36	16.24	5.4	0.99	552.8	1210.2	172.8	69.6	241.6	247.4	1.5	4.4	3	162.1	24.3	137.8	9.8	92.7	9.5	215.5	11.4	239.1	20.9	555.6	8.2	16.2	51	417	100.8	28.6	19.5	3.4	2.3	1.6	2.9	10.1	1.3	4.6	0.5	5.8	7.9	21	3.6	2.5	1.7	3.2	1.47	0.12	0.08	65.7	11.3	7.7	5.2	9.8	927	224	71	4.1	13	3.1	4.8	33.4	6.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	11-Aug-08	26.4	7	31.6	22	2513	59	1.78	0.65
P05_0202	143	yes	9.15682	-79.7517	0-10 cm	31-Jul-17	P05	plot	0.64	2.26	5.98	4.99	5.92	4.99	13.82	3.1	0.3	345	138	11.38	12.2	3.44	4.32	19.14	7.76	0.9	956.1	1413.6	160.9	26.5	398.5	261.7	2.1	3.5	2.2	158.9	30.4	128.6	10.3	89.9	8.7	241.4	12	231.8	19.3	622.5	10.4	22.9	46	267.4	57.8	18.5	24.9	3.8	2.9	3.7	3.3	12.6	1.3	2.7	0.3	6.5	9.4	42	6.4	4.9	6.2	5.5	0.8	0.12	0.15	80.3	12.3	9.5	11.9	10.5	594	129	46	4.6	12.9	2.8	5.4	33.2	6.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	24-Nov-08	26.4	7	31.6	22	2498	58	1.76	0.65
P05_0204	144	yes	9.15682	-79.7517	0-10 cm	31-Jul-17	P05	plot	0.62	2.1	6.03	4.98	6.57	5.63	21.15	6.6	0.55	545	91	10.31	8.8	0.68	2.55	13.55	3.23	2.12	785.8	2992.3	89.4	27.7	322.8	60.6	2.8	10.8	5.6	267.5	41	226.4	12	121.2	10.1	291.4	14	312.5	22.4	751.5	17.7	27.1	65	556.2	110.6	38.7	29.5	3.9	5.5	3.4	8	15.6	1.5	15.2	1.8	7.5	10.5	24	3.2	4.5	2.8	6.5	1.62	0.19	0.12	44.7	6	8.4	5.2	12.1	1236	246	97	5	12.8	2.5	5.9	32.9	5.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	24-Nov-08	26.4	7	31.6	22	2498	58	1.76	0.65
P05_0303	146	yes	9.15682	-79.7517	0-10 cm	31-Jul-17	P05	plot	0.6	1.14	5.55	4.53	6.46	5.73	16.05	4.82	0.41	430	80	8.44	9.5	0.83	5.66	14.94	6.49	2.34	713.3	2500.7	153.8	35.6	173.5	195.1	2.5	4.7	8.7	204.9	39.6	165.4	11.7	112.2	9.6	291.4	13.6	289.2	21.2	751.4	14	23.5	60	438.7	89.5	23.6	24	3.6	3.4	3.4	5	12.4	1.4	8.7	0.9	6.7	9.2	25	3.7	3.5	3.5	5.2	1	0.14	0.14	49.9	7.4	7.1	7.1	10.4	975	199	59	4.9	16.5	3.4	5.7	42.6	7.5	1.5	6.2	3.71	57.3	53.8	111	67.6	1.8	1.1	24-Nov-08	26.4	7	31.6	22	2498	58	1.76	0.65
P05_0402	148	yes	9.15682	-79.7517	0-10 cm	31-Jul-17	P05	plot	0.56	1.63	5.62	5.02	6.24	5.46	22.67	7.86	0.63	620	154	14.22	10.8	2.57	5.53	22.32	8.1	4.1	1074.2	2594.5	113.5	48.1	402.7	181.9	4.2	8.2	3.9	311.5	52.1	259.4	12.5	126.7	10.1	302.8	14.6	326.8	22.4	781	16.4	29.6	55	646	139.5	70.8	42.5	5	9.3	6.2	12.7	24.3	2.1	13.8	1.5	8.5	11.3	30	3.5	6.5	4.3	8.9	1.51	0.22	0.15	54.1	6.4	11.9	7.9	16.2	1436	310	177	4.6	8.1	1.8	5.4	20.9	3.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	24-Nov-08	26.4	7	31.6	22	2498	58	1.76	0.65
P05_0404	149	yes	9.15682	-79.7517	0-10 cm	31-Jul-17	P05	plot	0.62	1.04	5.79	5.05	6.11	5.17	17.26	4.35	0.42	474	146	11.54	12.7	0.44	3.2	15.18	3.64	1.29	1489.8	1403.7	51	28.4	319.3	94.1	2.1	2.7	2.7	254.6	44.2	210.5	10.3	91.7	8.9	206.7	12.1	236.5	19.6	533	9.7	26.9	36	380.4	78.8	22.6	32.7	4.7	3.3	2.7	5.7	16.5	1.9	2.2	0.4	7	8.7	39	5.5	3.9	3.2	6.7	1.22	0.1	0.08	75.2	10.7	7.6	6.3	13	845	175	57	4.8	14.9	3.1	5.6	38.5	6.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	24-Nov-08	26.4	7	31.6	22	2498	58	1.76	0.65
P09_0202	156	yes	9.16878	-79.7407	0-10 cm	01-Aug-17	P09	plot	0.58	0.18	5.28	4.16	5.1	4.71	16.55	3.9	0.36	155	173	15.12	11.4	5.8	0.83	21.75	6.63	0.14	730	1550.7	213.1	44.2	590.1	163.7	1.6	3.2	1.6	70.5	19.5	50.9	10.9	252	23	765.2	12.8	649.9	51	1973.3	12.7	22.6	56	354.6	62.9	20.6	92	13.1	2.3	3.8	2.9	82.2	7	18	0.4	7	11.8	117	16.6	3	4.9	3.6	0.61	0.03	0.04	236.1	33.6	6	9.8	7.3	788	140	51	5.6	15.3	2.7	6.6	39.5	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	01-Sep-08	25.9	7	31	21.5	2562	59	1.82	0.65
P09_0204	157	yes	9.16878	-79.7407	0-10 cm	01-Aug-17	P09	plot	0.55	0.14	6.04	5.13	4.96	4.51	17.49	4.04	0.39	183	221	24.25	9.1	6.57	1.05	31.87	7.62	0.13	799.6	1390.5	165.8	34.4	487.7	236.5	1.4	2.3	1.7	98	27.4	70.6	10.5	221.3	21.2	572.6	12.2	570.7	46.8	1476.7	11	21.7	51	462.1	83.3	19.1	109.6	18.2	2.5	5.7	4.3	82	6.7	18.4	0.5	6	12.3	107	17.7	2.4	5.6	4.2	0.43	0.02	0.05	271.3	45	6.1	14.2	10.6	1027	185	48	5.5	21.5	3.9	6.5	55.5	8.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	01-Sep-08	25.9	7	31	21.5	2562	59	1.82	0.65
P09_0303	159	yes	9.16878	-79.7407	0-10 cm	01-Aug-17	P09	plot	0.55	0.11	5.98	5.05	4.64	4.04	15.53	3.24	0.31	135	238	24.63	9.6	7.41	0.39	32.42	7.79	0.13	1059.4	1102.4	194.8	32.2	474	265.9	1.2	2.2	1.4	66.1	18.9	47.2	10.3	239.7	23.2	686.4	12	618.1	51.3	1770.2	9.5	23.3	41	338.4	55.1	10.5	149.2	16	1.9	1.7	2.8	107.4	8.3	9.2	0.2	9.3	12.9	198	21.2	2.5	2.2	3.8	1.14	0.01	0.01	460.9	49.4	5.9	5.2	8.8	752	123	26	6.1	28.7	4.7	7.2	74.1	10.4	2.7	8.1	3.75	13.9	99.9	145.6	68.3	0.4	0.2	01-Sep-08	25.9	7	31	21.5	2562	59	1.82	0.65
P09_0402	161	yes	9.16878	-79.7407	0-10 cm	01-Aug-17	P09	plot	0.55	0.16	5.25	4.15	5.29	4.96	16.69	4.54	0.4	194	64	8.25	7.7	4.83	1.83	14.91	6.66	0.13	686.3	2518.7	234.4	28.5	781.1	265.2	1.7	3.8	2	80.6	19.4	61.3	11.2	233.9	20.9	741	13.1	603.2	46.1	1910.8	19.1	28.9	66	447.5	86.4	30.6	96.5	12.2	4.1	4.5	5.4	66.7	4.9	33.4	0	7.9	13.7	97	12.3	4.2	4.5	5.5	0.93	0.04	0.05	212.5	26.9	9.1	9.8	12	994	192	77	5.2	13	2.5	6	33.5	5.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	01-Sep-08	25.9	7	31	21.5	2562	59	1.82	0.65
P09_0404	162	yes	9.16878	-79.7407	0-10 cm	01-Aug-17	P09	plot	0.54	0.07	5.68	4.78	4.57	4.05	14.57	2.81	0.26	157	371	33.46	11.1	4.28	0.55	38.29	4.83	0.25	1044.7	800.8	130	30.3	407.9	144.9	1.1	0.9	1.2	53.7	14.3	39.3	10.7	178.6	16.6	713.8	12.5	460.5	36.8	1840.9	7.4	20.3	37	429.8	70.9	6.8	85.2	12.2	1.5	2	3	51.8	6	11.7	0.1	7	8.7	89	12.8	1.6	2.1	3.2	0.76	0.02	0.02	303.2	43.5	5.3	7	10.8	955	157	17	6.1	56	9.2	7.1	144.5	20.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	01-Sep-08	25.9	7	31	21.5	2562	59	1.82	0.65
P07_0204	170	yes	9.16093	-79.7427	0-10 cm	14-Aug-17	P07	plot	0.75	0.57	4.83	3.94	4.07	3.68	10.2	2.63	0.22	158	221	20.73	10.7	0	1.17	21.9	1.17	1.89	824.7	280.5	244.1	35	92	1.8	1.8	0.3	1.8	100.1	35	65.1	12.1	166.1	13.8	403.1	14.1	428.2	30.5	1039.4	2.2	12.7	18	325.9	58.3	16.5	53	7.1	1.9	1.3	1.7	23.7	1.9	0.1	0.1	7.4	12.2	73	9.8	2.6	1.7	2.3	1.48	0.04	0.02	201.8	27.1	7.1	4.8	6.5	724	130	41	5.6	17.5	3.1	6.5	45.2	6.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	16-Mar-09	26.4	7	31.6	22	2513	59	1.78	0.65
P07_0303	172	yes	9.16093	-79.7427	0-10 cm	14-Aug-17	P07	plot	0.71	0.51	4.77	3.82	4.64	4.42	7.91	3.12	0.25	168	155	16.02	9.7	1.29	1.41	18.71	2.69	1.38	585.5	691.9	232.5	32	185.2	50.6	2.5	1.7	2.3	86.2	24.9	61.4	12.7	185.2	14.6	508.6	14.8	477.7	32.4	1311.5	5.1	13	39	310.7	61.7	24	51.3	7	3.5	3	2.7	30.8	2.3	0.7	0.1	7.3	13.4	74	10.1	5.1	4.4	3.9	1.17	0.07	0.06	164.4	22.4	11.3	9.6	8.7	690	137	60	5	11.5	2.3	5.9	29.7	5.1	0.7	2.5	0.21	23.9	25.6	44.4	3.9	0.8	1.1	16-Mar-09	26.4	7	31.6	22	2513	59	1.78	0.65
